,Hotel Sheraton Surabaya,Alun-Alun Surabaya,Jalan Tunjungan,Hotel Majapahit,Gedung Negara Grahadi,Monumen Bambu Runcing,Taman Apsari,Monumen Kapal Selam,Plaza Surabaya,Taman Prestasi,Gedung Siola,Pasar Blauran,Jalan Basuki Rahmat,Monumen Tugu Pahlawan,Jalan Kedungdoro,Taman Ekspresi,Jalan Raya Darmo Permai,Graha Famili Timur,Spazio Jalan Yono Soewoyo,Plaza Segi Delapan,Jalan HR Muhammad,Taman Pradah Kalikendal,Kawasan Sukomanunggal,Jalan Raya Kupang Indah,Taman Makam Pahlawan Mayjen Sungkono,Ciputra World Surabaya,Kampus B Unair,Jalan Dharmahusada,Taman Mojo,Jalan Manyar Kertoarjo,Kampus A Unair Kedokteran,Jalan Kertajaya Indah,Taman Flora Bratang,Taman Kebun Bibit Bratang,Jalan Karang Menur,Kawasan Menur Pumpungan,Jembatan Merah Surabaya,Kya-Kya Kembang Jepun,House of Sampoerna,Stasiun Surabaya Kota (Semut),Kawasan Ampel Suci,Taman Jayengrono,Jalan Rajawali,Gedung Cerutu,Jalan Kembang Jepun Timur,Kawasan Kapasan,Taman Bungkul,Jalan Raya Darmo (CFD),Kebun Binatang Surabaya,Patung Suro dan Boyo,Kawasan Kampus Ketintang Unesa
Gedung Siola,968.2283748368055,1664.3443907607325,577.4574781930106,742.3059749403388,1396.833897769721,2029.8185289652108,1524.593655811177,2411.978629251745,2143.6810280424597,1402.6534763560715,0.0,390.43546560403166,1469.8861172321042,1507.2490558896723,1052.983700210856,1428.960505241955,7643.377518035335,8933.200069318082,9233.942018316471,8782.327535757444,7185.2039936535075,8174.73891184058,5153.461876797558,6558.773353977324,6196.42197972475,5420.451848122089,3564.3779358195566,4494.77481488791,5103.358671796946,5100.313784815393,2781.633592795652,6240.663001392694,6742.204135128226,6599.838392436641,4122.276013816882,6677.605563126439,3095.017519645343,2976.9505855924176,3677.3033252633363,2729.6000576286515,3710.3699921347875,2989.8118033712367,3226.7735915343983,3044.267735559564,3063.2458767642916,2688.996603629332,5108.619053183804,4306.500024945106,5836.067938268861,5647.021253412903,8512.236746677268
Pasar Blauran,1231.4068629952633,1997.166129733027,888.3642103771565,1052.2378819205846,1716.659723122724,2297.905363343714,1809.2529528368186,2759.674911040935,2487.4436660731226,1779.2781999710035,390.43546560403166,0.0,1704.0293463252756,1569.759249081234,714.5713387333196,1805.4033595949634,7336.3400653383,8629.01997164695,8917.103966951348,8457.046107791637,6893.079179110308,7875.116972775568,4776.959567167009,6325.274711599052,6016.044226654801,5329.312477814101,3925.1747696649363,4865.465121595189,5466.732548704017,5446.624167910134,3136.8838903128576,6603.479789570231,6979.622492638361,6831.108909882656,4476.374679975655,7001.338481572256,3113.89268388667,3055.3807240727997,3627.623644968072,2858.3550140938432,3785.725283636981,2998.5782324358097,3119.192563079367,3039.3784287766207,3225.1358557505723,2918.357138775265,5195.601064672813,4424.067449172924,5886.026838995667,5704.017505094131,8491.96328170033
Jalan Basuki Rahmat,506.51768839686787,682.6293677273125,910.6633275991185,766.0425838563064,494.82288457027937,615.7552865631161,292.7302951746454,1353.891168720247,1099.7158149788136,1025.8130918820357,1469.8861172321042,1704.0293463252756,0.0,2855.167038990938,1907.9065282403942,1792.31342443787,7624.34749097509,8873.322435242197,9246.6178008928,8856.446160070003,7091.135540799576,8101.507405755837,5739.963523551769,6188.256438770189,5610.389120978079,4535.493985182288,2514.4913172296638,3497.926919991014,4023.5074499072994,3906.1788691297293,1741.2391539802509,5137.670623088092,5279.963796370454,5134.546016225894,2998.205497976954,5369.663231548429,4428.13056751769,4222.952809176629,5079.369570450788,3891.635915324227,4938.146958847744,4338.464933098399,4675.925879098023,4408.153163079745,4130.9547317028155,3591.630610025661,3763.853165549574,2920.8470652909136,4553.83250466794,4352.859515818375,7361.1486872274345
Monumen Tugu Pahlawan,2358.425278432809,2787.3980414055795,1962.896405688119,2091.560092010514,2604.125399250257,3313.6399130389323,2811.671602912088,3377.563963106716,3158.252543089329,2314.380992217222,1507.2490558896723,1569.759249081234,2855.167038990938,0.0,2184.9364319373644,1700.324308367692,8674.630270530011,9968.67607707547,10211.958612442608,9721.853103017304,8277.812642165183,9232.793929629077,5770.337652461823,7826.29407522521,7568.558665537233,6894.692824288107,4353.021063521989,5144.315422680646,5801.207411150679,5929.484269310048,3666.708262314118,6911.731066058403,7982.831042708133,7857.287833693486,4933.304005415104,7603.7322353867585,1591.2188687761313,1486.2561147401111,2227.743598883239,1311.868883203471,2218.113278686068,1491.4799406372993,1902.9414777447446,1555.15999723523,1714.2296641170306,1592.1754122065406,6587.3790725407825,5764.717473177809,7333.340254054027,7141.550462698066,10018.411930690687
Jalan Kedungdoro,1552.0237932412924,2384.426409703605,1349.6445651109827,1481.849486226536,2091.541877711649,2522.5021867238224,2102.4144501540595,3157.475076855209,2882.3202015786455,2300.749241197045,1052.983700210856,714.5713387333196,1907.9065282403942,2184.9364319373644,0.0,2477.7341869171782,6622.299413273077,7915.278769844995,8202.562217271194,7743.328715696859,6182.374862749806,7162.27028180706,4117.939479741957,5648.66870191456,5389.999076996915,4817.907774977274,4343.063311715275,5311.926036086191,5879.86482627971,5800.577765748388,3548.822699041721,7008.10001937163,7037.787607817021,6876.685541634669,4864.889420268358,7276.016916040429,3641.679273745164,3646.299544168933,4058.6748029603277,3495.389930736592,4364.465099470916,3517.081363311851,3475.943444862025,3540.8268333850515,3883.1001253540476,3616.145099468252,4972.214120043335,4269.791701423745,5589.278848727475,5421.316060371702,8065.043993004349
Taman Ekspresi,1473.2975983084023,1377.6427975296485,1296.0795196447511,1279.1200307097274,1342.1856793823677,1993.996048763129,1596.4438372318527,1763.3336260899698,1593.7296220386675,842.5206949569736,1428.960505241955,1805.4033595949634,1792.31342443787,1700.324308367692,2477.7341869171782,0.0,9000.200072035164,10282.400413564614,10604.149564469082,10166.340350578796,8517.401463720915,9517.493396712918,6581.293255172186,7778.055569531795,7299.095798904492,6310.918422246257,2656.400928029037,3450.5693897222804,4104.409549590128,4230.899760692512,2002.5291589059477,5221.130522296651,6425.601194671703,6315.6796298785175,3236.0258174934106,5911.846309086662,3017.9420748728435,2696.698414780647,3779.314249669515,2295.701082789382,3352.524775224973,2964.0366883520946,3574.669107117257,3059.4646859244826,2443.1208804709827,1839.5716012828507,5460.470156826056,4590.967149642172,6287.863734852105,6081.381991625103,9136.07504999877
Jalan Raya Darmo Permai,7655.703337895895,8306.932029583957,7715.504142426887,7767.7628795282435,8082.202023254674,7984.723252606328,7917.070097050815,8890.359923899923,8679.523533728436,8534.65715520523,7643.377518035335,7336.3400653383,7624.34749097509,8674.630270530011,6622.299413273077,9000.200072035164,0.0,1294.9115559476372,1622.747348997061,1298.9574415846107,624.8108326809032,584.0057422216668,3490.0316129470043,2106.597372495061,3168.451198944867,4673.744903328262,9881.570130680066,10804.896517876714,11139.181351903284,10792.331056507224,9231.524475684842,12070.06404786841,10095.339988451024,9898.882109889979,10186.112705268317,11588.884720984053,9801.904118369344,9977.74399086555,9867.87750204894,9952.333244301746,10610.750651154995,9666.091945041178,9163.942279392051,9639.833272590819,10378.373746143652,10210.667179709984,7048.820410504848,7219.565366563171,6744.803064875822,6790.538601736813,6679.202445612889
Graha Famili Timur,8923.259403044978,9555.674112439718,8994.3196796369,9042.488194708349,9338.125255687732,9210.781246957442,9165.713291098504,10117.673154047652,9914.614477556526,9799.891981853825,8933.200069318082,8629.01997164695,8873.322435242197,9968.67607707547,7915.278769844995,10282.400413564614,1294.9115559476372,0.0,561.0900627416919,812.179805992506,1782.318820249355,771.891696891305,4666.14398908582,3008.1757875082135,4021.182213917946,5593.5720908757685,11078.191489652767,11984.492574676582,12290.351764578212,11920.796440927024,10449.877526449545,13186.410399750222,11013.363291043986,10819.44247871332,11358.008868102299,12624.726350873998,11082.000643598984,11264.9438408378,11129.139080523852,11244.339892602731,11892.33494390306,10946.232764547809,10424.688570739101,10917.760206239664,11671.27130363894,11505.5624260874,8003.667505905852,8265.847093388478,7597.300580872509,7670.453234513486,7061.468848590379
Spazio Jalan Yono Soewoyo,9272.67687779428,9929.1590713158,9324.188275735069,9380.110664402013,9703.218764323956,9606.532600650213,9539.347061843302,10512.422817045524,10302.182327714778,10152.441706110028,9233.942018316471,8917.103966951348,9246.6178008928,10211.958612442608,8202.562217271194,10604.149564469082,1622.747348997061,561.0900627416919,0.0,566.4372307387649,2191.665426853802,1216.7574026174157,4748.457968887796,3514.9941147807576,4545.100427016537,6110.632376241435,11497.20755002667,12415.013719793922,12737.426645128135,12379.19003910424,10852.32063372563,13650.878035953614,11537.682729433147,11343.11887120445,11793.070903923586,13119.56397896557,11268.494646391704,11471.855679106704,11277.02211800536,11471.61844355736,12081.521240525004,11133.053702576011,10573.076044186664,11099.216745321964,11903.415086203155,11766.437696624931,8517.281384639147,8754.261936318238,8130.597516926845,8199.134357878233,7621.330456497629
Plaza Segi Delapan,8860.168444032905,9537.856586449814,8894.915281428164,8957.184474736545,9304.253243101499,9238.754311600058,9148.918401179424,10141.908186282912,9924.435682049343,9741.158949289875,8782.327535757444,8457.046107791637,8856.446160070003,9721.853103017304,7743.328715696859,10166.340350578796,1298.9574415846107,812.179805992506,566.4372307387649,0.0,1917.062969823945,1090.3659769520639,4200.977906942076,3351.934035960765,4407.924064763487,5944.188532914633,11152.703503351837,12083.48508299389,12427.499386484196,12085.99138131711,10489.654467867933,13365.367104386625,11373.541863379234,11177.574084399983,11468.21332372639,12886.931360874032,10749.06090197996,10961.579277865354,10742.428629802322,10971.55464438897,11562.729267669441,10613.857602361297,10039.081308504186,10577.743072221818,11405.587854329542,11285.121113283805,8332.907321629895,8517.447883183673,7999.578640451184,8054.262213096472,7699.325562985337
Jalan HR Muhammad,7146.015186465134,7773.439404525791,7225.902486260031,7270.0273916765,7556.766270307784,7430.810190972886,7383.490442470475,8337.58669165485,8133.077813109302,8021.246365503724,7185.2039936535075,6893.079179110308,7091.135540799576,8277.812642165183,6182.374862749806,8517.401463720915,624.8108326809032,1782.318820249355,2191.665426853802,1917.062969823945,0.0,1010.4316921713597,3388.860686104732,1497.2833923432797,2556.4243761487537,4050.1788018350326,9308.96352928765,10223.915680235956,10546.623371252503,10192.228208570801,8672.222429777416,11466.929148497915,9470.575107400127,9274.102623470599,9601.478946191099,10970.430653149375,9466.156470879163,9617.966309555226,9576.932190286201,9569.639841075408,10269.09424726851,9330.49152092913,8875.880116027995,9310.56410391132,9989.122887438012,9790.315994725668,6424.072896884326,6600.899838412825,6123.931577356387,6167.727222336798,6154.240288070765
Taman Pradah Kalikendal,8153.44396553127,8783.836531941533,8227.959108741607,8274.554544562809,8566.66739519629,8439.68692545133,8393.881320235676,9346.548287573036,9142.968722856338,9029.54205108153,8174.73891184058,7875.116972775568,8101.507405755837,9232.793929629077,7162.27028180706,9517.493396712918,584.0057422216668,771.891696891305,1216.7574026174157,1090.3659769520639,1010.4316921713597,0.0,4067.941944104859,2305.7964583478947,3348.1623430983072,4904.345793149005,10311.18024987518,11220.869842245937,11533.318937268928,11169.631248427022,9679.655671933398,12439.043736941823,10334.766635085462,10139.659518014909,10595.89738173886,11903.00996804513,10376.350041159272,10547.02153412011,10448.865639531166,10515.390741614403,11184.21007055549,10240.534123268491,9745.109591685852,10215.434925540161,10939.52253363761,10760.581057629517,7307.227955102359,7537.504723081289,6940.343572314449,7002.516483409081,6623.39528233053
Kawasan Sukomanunggal,5553.214695717368,6358.929929438262,5444.265286185589,5555.451944265642,6078.300239249907,6278.910178982761,6006.058547058626,7092.183306695514,6830.312378385166,6386.070426118099,5153.461876797558,4776.959567167009,5739.963523551769,5770.337652461823,4117.939479741957,6581.293255172186,3490.0316129470043,4666.14398908582,4748.457968887796,4200.977906942076,3388.860686104732,4067.941944104859,0.0,3959.162829540571,4546.678565651132,5269.512618456904,8249.33577169928,9232.752384517238,9726.434111620036,9531.543345498068,7481.122385567566,10807.695118027297,9866.443888163074,9675.071768146248,8701.353589859578,10755.576178307998,6619.494504631161,6874.551504238803,6557.990487881893,6939.656595927237,7432.191441269896,6486.067288574124,5857.3983178034805,6440.087739207235,7381.844319918519,7362.370623313661,6997.444117270771,6733.053056934367,7133.28853976644,7072.251157010988,8388.704316053761
Jalan Raya Kupang Indah,6334.376377065719,6856.992063595792,6487.288103218182,6500.543308036878,6675.975553052707,6435.45794868124,6473.478607112615,7334.20597377366,7158.675143869255,7178.633929180233,6558.773353977324,6325.274711599052,6188.256438770189,7826.29407522521,5648.66870191456,7778.055569531795,2106.597372495061,3008.1757875082135,3514.9941147807576,3351.934035960765,1497.2833923432797,2305.7964583478947,3959.162829540571,0.0,1061.9606241392178,2598.718522608562,8210.087020592044,9080.690019908354,9346.709173790872,8955.430327205018,7637.342216601014,10208.859459463669,8029.673678927789,7834.3884217770365,8445.250851485926,9617.28792400206,9174.557685474085,9254.008607549973,9409.335162862408,9138.098368615572,9948.174620966103,9041.61737192438,8728.870192245153,9040.173015338443,9531.47628666577,9239.200295552655,5002.434133672824,5263.385057038801,4648.121250610483,4702.800223154399,4765.478032192186
Taman Makam Pahlawan Mayjen Sungkono,5828.600220636365,6252.963728839409,6037.0718336507625,6024.938686678337,6105.070846639931,5774.134324642482,5882.865648728041,6650.488337569634,6501.507402052837,6628.533002068674,6196.42197972475,6016.044226654801,5610.389120978079,7568.558665537233,5389.999076996915,7299.095798904492,3168.451198944867,4021.182213917946,4545.100427016537,4407.924064763487,2556.4243761487537,3348.1623430983072,4546.678565651132,1061.9606241392178,0.0,1577.8254537499042,7438.151283139363,8266.307946537501,8486.4249323574,8068.643540640229,6923.648937481538,9300.178392288002,6993.123091300122,6798.870211173132,7625.356704089747,8639.777591638674,9011.330391200083,9036.266656674838,9332.701476057458,8871.944306301577,9752.244215821342,8882.516253101203,8678.298400763677,8894.638843531577,9240.125319204502,8881.822820201447,3988.3060298051078,4321.509087667916,3592.9748126956,3654.9470418278665,3888.676899005355
Ciputra World Surabaya,4852.923103955393,5115.574936097262,5135.8872869341585,5086.05567770985,5021.006084475888,4569.248929118571,4777.8830179467295,5390.504500737221,5281.59183040046,5557.419096322583,5420.451848122089,5329.312477814101,4535.493985182288,6894.692824288107,4817.907774977274,6310.918422246257,4673.744903328262,5593.5720908757685,6110.632376241435,5944.188532914633,4050.1788018350326,4904.345793149005,5269.512618456904,2598.718522608562,1577.8254537499042,0.0,6051.86246235311,6823.952240078681,6995.782971699674,6555.207926085986,5618.1891421209175,7765.002665134697,5431.204106365252,5235.783505803308,6181.827524826462,7065.978583774225,8435.420706078708,8380.5701691805,8875.761792983129,8150.049848079937,9112.800042383753,8315.75323107927,8276.06698445839,8347.38782983511,8474.01371671853,8029.016344407602,2411.0955638726123,2780.905328401595,2088.7115704300577,2119.0862136081273,3365.1765285792435
Kampus B Unair,2791.122393501928,1958.989262024453,3046.354718588195,2890.8017316162855,2251.83177046356,1979.4999584559048,2264.634061438872,1185.7562691276848,1460.743494217166,2175.986239951833,3564.3779358195566,3925.1747696649363,2514.4913172296638,4353.021063521989,4343.063311715275,2656.400928029037,9881.570130680066,11078.191489652767,11497.20755002667,11152.703503351837,9308.96352928765,10311.18024987518,8249.33577169928,8210.087020592044,7438.151283139363,6051.86246235311,0.0,983.7049876737782,1542.473008298979,1577.9194777867372,794.6142496807814,2678.444831441768,4077.801633304039,4012.5517057693637,580.4582969930714,3257.409105278729,5605.776261062155,5226.210664869947,6393.593616909335,4789.0029380021215,5789.67465367887,5569.382884323721,6229.250433711241,5672.06493655408,4797.077901450563,4113.91181633315,4270.27163238431,3471.9518295987455,5151.219417944114,4941.444062330883,8065.8045870668
Jalan Dharmahusada,3761.997791439434,2928.7348928442602,3997.7021473227833,3846.684084690546,3221.2997443491836,2959.291877745836,3245.467037338311,2160.9310702506914,2433.62774498447,3093.1305900688476,4494.77481488791,4865.465121595189,3497.926919991014,5144.315422680646,5311.926036086191,3450.5693897222804,10804.896517876714,11984.492574676582,12415.013719793922,12083.48508299389,10223.915680235956,11220.869842245937,9232.752384517238,9080.690019908354,8266.307946537501,6823.952240078681,983.7049876737782,0.0,664.0942489349444,993.3667032245922,1767.6673453181788,1771.8113755464879,3985.5178773717844,3967.4948200255385,642.3082287373504,2654.4890695513213,6265.2162493151345,5850.986460631811,7067.933209803116,5404.661082881409,6345.593382329244,6245.055683881723,6974.354175001772,6353.410272900616,5343.562313403443,4663.1429357207335,4844.532827447974,4126.519344750065,5699.981969215654,5498.511017161867,8552.502395872683
Taman Mojo,4328.177590316051,3498.286923076446,4588.822807934879,4433.135059430596,3790.734759200793,3452.328748944099,3788.6153410384077,2723.859042514798,2999.433306745687,3708.0088820228193,5103.358671796946,5466.732548704017,4023.5074499072994,5801.207411150679,5879.86482627971,4104.409549590128,11139.181351903284,12290.351764578212,12737.426645128135,12427.499386484196,10546.623371252503,11533.318937268928,9726.434111620036,9346.709173790872,8486.4249323574,6995.782971699674,1542.473008298979,664.0942489349444,0.0,556.5939159044021,2335.723411078403,1137.336731335678,3590.9541859323253,3601.3563948201736,1026.8884327620722,2034.0114234236285,6928.764143352748,6513.062502548995,7731.754169920513,6066.474225217407,7000.891241234287,6909.015184186009,7636.985060222994,7017.439703447309,5999.177809892198,5320.306225104849,4873.351945450195,4236.50850123726,5693.386299056631,5501.608347782452,8468.641227190099
